"session","created","modified","ended","expired","time_0b_start","plan_bev","mc_bev_make","mc_bev_audi","mc_bev_bmw","mc_bev_cadillac","mc_bev_chevrolet","mc_bev_fiat","mc_bev_ford","mc_bev_genesis","mc_bev_gmc","mc_bev_honda","mc_bev_hyundai","mc_bev_jaguar","mc_bev_kia","mc_bev_lexus","mc_bev_lucid","mc_bev_mazda","mc_bev_mercedes_benz","mc_bev_mini","mc_bev_mitsubishi","mc_bev_nissan","mc_bev_polestar","mc_bev_porsche","mc_bev_rivian","mc_bev_subaru","mc_bev_tesla","mc_bev_toyota","mc_bev_vin_fast","mc_bev_volkswagen","mc_bev_volvo","mc_bev_year","user_model","user_bev","time_0b_end"
"P-TJ82q8qLhW4VS56SrCq6QWAi9XO2Mhbcx2otGJe8QfA4SFSt8FaWWdOqBr_3-Q","2024-05-10 01:33:09","2024-05-10 01:33:26","2024-05-10 01:33:26","","2024-05-10 01:33:09","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 01:33:26"
"w2b3sEhuWOw28G7B1ToR28mhODc93G7qxs2yB_e5im_DJeM7tZQiETue1wWE79SE","2024-05-10 06:30:51","2024-05-10 06:31:13","2024-05-10 06:31:14","","2024-05-10 06:30:52","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 06:31:14"
"wQu3KMlzs_ue4zebrZjuFxbWqiNgt43JJHcVKguQLY5vjLe8avX0_15-Pg3jOolK","2024-05-10 15:13:51","2024-05-10 15:13:57","2024-05-10 15:13:58","","2024-05-10 15:13:51","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 15:13:57"
"Rdqux6NSQftXclUjJh4NbznTl6-lJx6BCdsrDE_JkJYrZYowx9nZs-28dByc7H3t","2024-05-10 20:09:54","2024-05-10 20:10:27","2024-05-10 20:10:28","","2024-05-10 20:09:54","yes","nissan","","","","","","","","","","","","","","","","","","","leaf","","","","","","","","","","2019","leaf","nissan_leaf","2024-05-10 20:10:28"
"NvP0-3hTKsm706Z6Ubs9i6RHsxS_-8mbGajx8qbvjZstwFs8to-RNm5jxb8FPFnl","2024-05-10 23:04:58","2024-05-10 23:05:13","2024-05-10 23:05:14","","2024-05-10 23:04:59","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 23:05:14"
"KRhYH7JrkZaBgxp8ZWyeEhS3bDd9PglEn8p9tV2eu0S8xWJ7V0TEoKWXYt4Qzani","2024-05-10 23:54:05","2024-05-10 23:54:15","2024-05-10 23:54:16","","2024-05-10 23:54:06","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 23:54:16"
"glRctoQH3_ObMEJQB164SsxVkhXNUfAC1pNgVqAXp8TVCa8a5fR1vetGRxQ7IW1l","2024-05-11 00:04:16","2024-05-11 00:04:28","2024-05-11 00:04:29","","2024-05-11 00:04:16","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-11 00:04:29"
"mXdszlfssWB_EHz3tvaGAFgdOvCjauMneCBLoKh-NDUeIzbcCO388xhEmzJSR3we","2024-05-11 00:58:31","2024-05-11 00:58:45","2024-05-11 00:58:46","","2024-05-11 00:58:31","yes","volvo","","","","","","","","","","","","","","","","","","","","","","","","","","","","xc_40_recharge","idk","xc_40_recharge","volvo_xc_40_recharge","2024-05-11 00:58:45"
"cxXp3hAw9Zr5UFVHRQ-l_OJx-qv7Xe3-LECH7DoHVn5VZQAkLY-ftMakg9tJcl2k","2024-05-11 02:17:18","2024-05-11 02:17:32","2024-05-11 02:17:33","","2024-05-11 02:17:19","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-11 02:17:33"
"_Nt_wfVEPA8zy7hXkrUF-Zu4Mjb7DbGdda1PMU-N9rulgCD1sH1kW1TzGVIAFWNM","2024-05-11 21:29:34","2024-05-11 21:29:58","2024-05-11 21:29:58","","2024-05-11 21:29:34","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-11 21:29:58"
"ZGkJovog7IBKZnk3-fuot8gztioiiY2aoQ-pMv6TfSawhBDiYIUQGXiL8JEZcpI5","2024-05-11 21:31:10","2024-05-11 21:31:34","2024-05-11 21:31:35","","2024-05-11 21:31:10","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-11 21:31:35"
"bjP_Vdvrm_ugv8YguDG-Kay0qzPEkez7eJ44qZt_TkHUxVKqO_Myic8e-OQt4qRR","2024-05-11 21:33:25","2024-05-11 21:33:48","","","2024-05-11 21:33:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJ_9xZlxLi4GJ_ERBp3D1SRRbsGDSOreGsv-rQMUdT1NcKk1GjCetZOuUhdDYban","2024-05-12 02:12:48","2024-05-12 02:13:13","2024-05-12 02:13:14","","2024-05-12 02:12:48","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-12 02:13:13"
"A6xum0_4QX9XDsIRgv1Cg7iR0cCAN6Rbo2aTPakNwFI5pVrr3oSs0ZwsgSkifZHV","2024-05-12 07:28:16","2024-05-12 07:29:41","2024-05-12 07:29:42","","2024-05-12 07:28:16","yes","subaru","","","","","","","","","","","","","","","","","","","","","","","solterra","","","","","","2023","solterra","subaru_solterra","2024-05-12 07:29:42"
"-LGnC0zjYWYoxrniqyEVu2lbTNG_2tnYqlGjpZdMrsJmeVpwGdnWsaE8o1MIRqjq","2024-05-12 16:34:53","2024-05-12 16:39:56","2024-05-12 16:39:57","","2024-05-12 16:34:53","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_3","","","","","2019","model_3","tesla_model_3","2024-05-12 16:39:57"
"Ww-LjvbX5KVYvKymmgFj7TealkCByjPhSUYgwtjERMqZhuNWlLoMunUxMPH2yLJ5","2024-05-13 05:14:25","2024-05-13 05:14:36","2024-05-13 05:14:37","","2024-05-13 05:14:26","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-13 05:14:37"
"sfY1FdJDk5haKPXKJSCAdqElz6kMsjuORP1wvHkwFnpDoSYhobqr-czjQKqURhc2","2024-05-13 16:49:52","2024-05-13 16:50:09","2024-05-13 16:50:10","","2024-05-13 16:49:53","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-13 16:50:10"
"WoZ_ctU7OTGJ5VAwlBwV1sQpfZRQ7S8xwRJ1rKqXxq2JCwnBSrZ1ilz8hj3P-J94","2024-05-13 17:08:08","2024-05-13 17:08:14","2024-05-13 17:08:14","","2024-05-13 17:08:08","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-13 17:08:14"
"S3H3FvI9VyX7HeO5x-DGHKCFcHplYVObK0XjfSI6aTDxZ1lzQ725tDfJedD1pXty","2024-05-13 18:37:36","2024-05-13 18:37:53","2024-05-13 18:37:54","","2024-05-13 18:37:36","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-13 18:37:54"
"DLdbJnL4izOcoZhDn3hjGtvjiHNfOdWh8zHCpM4ER4nmYK-vKDC2P1PxbTbxqg4P","2024-05-13 20:13:37","2024-05-13 20:13:45","2024-05-13 20:13:45","","2024-05-13 20:13:37","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-13 20:13:45"
"s8jPGagiJfFkNPmRUtWkxU2IdB80pcLRoB-ocOcsx7qEes80H89s4OL-ae-kqjET","2024-05-14 03:32:57","2024-05-14 03:33:23","2024-05-14 03:33:24","","2024-05-14 03:32:57","yes","rivian","","","","","","","","","","","","","","","","","","","","","","r_1_s","","","","","","","idk","r_1_s","rivian_r_1_s","2024-05-14 03:33:24"
"RA9h6Y_CUSnpwOCSkNlJwRSHgUWUjblcU4gZ39HU70_QeqbYJnObqVwHPvyvz_uo","2024-07-03 21:19:42","2024-07-03 21:19:49","2024-07-03 21:19:50","","2024-07-03 21:19:43","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-03 21:19:50"
"aqtoq_l-THfW7GCE7ni_OSnaueVKxdsD2kjvoY_OuaY_vM_IUm115_kf8IrX30N0","2024-07-03 22:23:26","2024-07-03 22:23:35","2024-07-03 22:23:36","","2024-07-03 22:23:26","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-03 22:23:36"
"LbpXGW526pI003xi7SXRFwiykOBxsAmzVfraKnINiYf1rDAepdFMmLseUkFBgSM7","2024-07-03 22:28:21","2024-07-03 22:28:34","2024-07-03 22:28:34","","2024-07-03 22:28:21","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-03 22:28:34"
"T1kcNqYHhX7v7SxxAAxVciKnTkUDF_JcYE_BY0L8jZ7mGYXiMMKveKWiOGbzpw-x","2024-07-04 00:26:52","2024-07-04 00:27:44","2024-07-04 00:27:46","","2024-07-04 00:26:53","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_3","","","","","2023","model_3","tesla_model_3","2024-07-04 00:27:45"
"3fbnVYBR-a9YFNbgA4qTyvVHDRqLWhrDBvkMH6-yHctUiyVcfJc02phTubj-Cq7-","2024-07-04 03:21:59","2024-07-04 03:22:21","2024-07-04 03:22:22","","2024-07-04 03:22:00","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-04 03:22:22"
"981OhjKVGEc7tmprhX8Ao2dugICVRv1XLfHBIli8QT24_mp29RkCHie1g9F48ymk","2024-07-04 05:18:08","2024-07-04 05:18:18","2024-07-04 05:40:31","","2024-07-04 05:40:20","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-04 05:40:31"
"3QwS15sIHK7g0H2owcpwwvtCk7vAc33wjwqhFL1K7180vUEgMvCZRX6Ct0JzCUBj","2024-07-04 09:53:52","2024-07-04 09:54:01","2024-07-04 09:54:02","","2024-07-04 09:53:52","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-04 09:54:02"
"-ICgDVGA_o8J5U8g5bm6LA_RIxocS9gBP_swTDoaYdGNTdqLErQ5cSFpq4B1lpBG","2024-07-05 18:45:48","2024-07-05 18:46:15","2024-07-05 18:46:16","","2024-07-05 18:45:49","yes","polestar","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","idk","2","polestar_2","2024-07-05 18:46:15"
"BOHXfOmu_iWJA8oHaZjwsWdzjRqf4cMY_OCFjDz9AX6No1By1djTI4JskE53Fb81","2024-07-05 19:21:00","","","","2024-07-05 19:21:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQxApLFX5-3tdOPhs2VCvWqBBdUTMbO9auGps7k0H41iRhSC8ljEqdxPfZkvozq8","2024-07-05 19:58:53","2024-07-05 19:59:22","2024-07-05 19:59:22","","2024-07-05 19:58:53","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_x","","","","","2020","model_x","tesla_model_x","2024-07-05 19:59:22"
"N5z1wZBnMxR8ofSvyBTnAtd-LjbIFDxCd11ZI_c96Ti-hiAHQPM6s4iSIinZKXag","2024-07-06 16:22:59","2024-07-06 16:23:44","2024-07-06 16:23:45","","2024-07-06 16:22:59","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-06 16:23:45"
"H3p6cVcz7bKPhu1tkKhsRC5CN1HoApcVWw_SNLrQ4z-iw2SaIUgAtOimQcZWbPqy","2024-07-06 20:20:02","2024-07-06 20:20:12","2024-07-06 20:20:12","","2024-07-06 20:20:02","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-06 20:20:12"
"BArnsHrAFhOEN7ESAS-sK54qj_IqOube1gvCLA5xTbLpWPQcD5S2fwHhUHpcLW1f","2024-07-06 22:15:07","2024-07-06 22:15:17","2024-07-06 22:15:18","","2024-07-06 22:15:07","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-06 22:15:18"
"8hfrEsO1b8hzvJx76PPC9ekGinRXXAPuf_nLCLhKs4GHgvqL2A2cZfnPCh2kUC_k","2024-07-06 23:46:35","2024-07-06 23:47:05","2024-07-06 23:47:06","","2024-07-06 23:46:36","yes","rivian","","","","","","","","","","","","","","","","","","","","","","r_1_s","","","","","","","idk","r_1_s","rivian_r_1_s","2024-07-06 23:47:05"
"XKpu1Z_9L1O9KvchC64sZ8vpl6Sc5q9Q-S37Qjpi1vjL8rm4a2wGgNGZvHp8XUTC","2024-07-07 00:21:02","2024-07-07 00:21:36","2024-07-07 00:21:37","","2024-07-07 00:21:02","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 00:21:37"
"yk9OQ2bQRfF32h9oSUfqgxR2DO9Tk_RmFiC8MA3BiSivIR9k60-UvZ_h1LRm0MJ_","2024-07-07 02:02:37","2024-07-07 02:02:49","2024-07-07 02:02:50","","2024-07-07 02:02:37","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 02:02:50"
"H_GPhnP8jwGwD6bMfO2_Lt65t_w-8hs4k0FNn6PqwwzS_COody_sIle0K7tc8aM-","2024-07-07 03:19:08","2024-07-07 03:19:28","2024-07-07 03:19:29","","2024-07-07 03:19:10","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 03:19:29"
"CrznVj-QLhwij8XpGD-COVhiVB4sSDcBH5PBzv6uZu4fPhx9yfyMVEYN7VQ4MkQs","2024-07-07 03:24:33","2024-07-07 03:24:43","2024-07-07 03:24:44","","2024-07-07 03:24:33","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 03:24:44"
"xJcfZin9u-3BsRvclFqgWkFpt0cNNcXD7Et9Ai0gp_wK-Y81GhKnVZmTPbS9hrfe","2024-07-07 03:32:57","2024-07-07 03:33:15","2024-07-07 03:33:16","","2024-07-07 03:32:57","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","2024","mustang_mach_e","ford_mustang_mach_e","2024-07-07 03:33:15"
"QxtGqzXiNGhb9OMqBMn4zv1KUd7Y_FMdj0QKDd8w1ymkfxB02BWRcakrHjsNbcxB","2024-07-07 04:44:01","","","","2024-07-07 04:44:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDYrHFOqWbBFFikfP-n6w_aCLxKfLT78XrGBCV4UXSjnfqvcqR7f28rS-bWKblm2","2024-07-07 06:43:58","2024-07-07 06:44:11","2024-07-07 06:44:12","","2024-07-07 06:43:58","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 06:44:12"
"VjMsLobdW1iyd9JAwdmxV55bYjVWKbD8ZXuCoH7FLYLHzgzSWR48rspfeTaQMver","2024-07-07 07:01:34","2024-07-07 07:01:44","2024-07-07 07:01:45","","2024-07-07 07:01:34","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 07:01:45"
"i8pxu1gJ4idF9VyUMC1a2n-IvSSRaj5OcE67Abe9C2bg992gvlxb_Y3yRG9LtqKw","2024-07-07 08:11:11","2024-07-07 08:11:24","2024-07-07 08:11:25","","2024-07-07 08:11:11","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 08:11:25"
"yEX2I1_o_aTNTMxEk8evcCgwhAP_0mTXKFft2_3U9pnLtbUm9uoIe5TZDf-ZB1mQ","2024-07-07 10:25:13","2024-07-07 10:25:22","2024-07-07 10:25:24","","2024-07-07 10:25:13","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 10:25:23"
"c77hU1k2_keDEF-bMvnzNGmda4g5r-nyHjYtRF0skT9R_8EcOVa-MKxL7y0oaOaI","2024-07-07 15:57:03","2024-07-07 15:57:14","2024-07-07 15:57:14","","2024-07-07 15:57:03","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 15:57:14"
"zcT14AdFk4CIXyD_VJH4v2t22PS9oV8AcLRoH3I_GbsZqEWzyzPODnHNLIRNES5m","2024-07-07 19:18:21","2024-07-07 19:18:51","2024-07-07 19:18:51","","2024-07-07 19:18:21","yes","nissan","","","","","","","","","","","","","","","","","","","ariya","","","","","","","","","","idk","ariya","nissan_ariya","2024-07-07 19:18:51"
"lnTAbyvBGvlrckzkGHCOeAhztnD3gtY-ruFMKUhSqUOAbrp3_nRz1Pwnkzs2_Zrq","2024-07-07 19:39:10","2024-07-07 19:40:29","","","2024-07-07 19:39:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"akTLqLcruVRM83N0jc2_l0O4nuEr2TdiZl3IHdDPHnP-rDefLCPer6Y6LVOI3l6o","2024-07-07 20:15:37","2024-07-07 20:15:50","2024-07-07 20:15:51","","2024-07-07 20:15:38","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-07 20:15:50"
"tBEfJ22b6CbyicWyNIK9V-E1Ui2LJL7RHc9dTH0aY1nKDEelkoKjJFCRsZXF2wKv","2024-07-07 21:43:49","2024-07-07 21:44:23","2024-07-07 21:44:24","","2024-07-07 21:43:49","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","idk","mustang_mach_e","ford_mustang_mach_e","2024-07-07 21:44:24"
"Cnxu6-6BbZG7vYVVzT-3PM7ECPv0c1avzsxgyOSqxvrP5bOccix1i9cSyIkiN88H","2024-07-08 03:13:46","2024-07-08 03:14:00","2024-07-08 03:14:01","","2024-07-08 03:13:47","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-08 03:14:01"
"A_vmOGUtn0OGjsWPoNvNXmdXp7lgK_Tod0p15nh1pOSJKe6haEQjES2U58a6mr6c","2024-07-08 04:25:41","2024-07-08 04:25:53","2024-07-08 04:25:54","","2024-07-08 04:25:42","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-08 04:25:54"
"QPMjVs_l9ru8em-Du_dYl7MaBvge2ebzc6FPoN51bhPaTJMuwTMLFvQb4np_VrUv","2024-07-08 19:21:45","2024-07-08 19:23:32","2024-07-08 19:23:32","","2024-07-08 19:21:45","yes","rivian","","","","","","","","","","","","","","","","","","","","","","r_1_t","","","","","","","idk","r_1_t","rivian_r_1_t","2024-07-08 19:23:32"
"BTqODVdZFdzhWzxfp8diThsfeA9d3V3uz031yhM29aX66XaaZXVR-4wNiKoKt6zx","2024-07-11 00:33:26","2024-07-11 00:33:55","2024-07-11 00:33:57","","2024-07-11 00:33:28","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 00:33:57"
"ceNTHW14gJ7_Dypb_hdVc92zyZI_SmbWPmidv72cjaDuoW0A7wHYAM7OORkshFL4","2024-07-11 00:46:25","2024-07-11 00:46:42","2024-07-11 00:46:44","","2024-07-11 00:46:26","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 00:46:44"
"kTre-mcWuStJ7HBE-LtJPwE2gibWvQfcMApT5O7cJzzn-WGq3z1fGte4fAw3xfTL","2024-07-11 03:13:54","2024-07-11 03:14:58","2024-07-11 03:14:59","","2024-07-11 03:13:54","yes","chevrolet","","","","bolt_euv","","","","","","","","","","","","","","","","","","","","","","","","","idk","bolt_euv","chevrolet_bolt_euv","2024-07-11 03:14:58"
"gfHYKpOfmsehpmG0AQW_uBwPAYXkDeYnV1xEw599RMMbPSzCYdaPElryRrYBnY3D","2024-07-11 03:18:25","2024-07-11 03:18:34","2024-07-11 03:18:35","","2024-07-11 03:18:26","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 03:18:35"
"gB628BkheouQljr9skmIi7p-el6_2WRw_5cuOe_cJfa3d2eMloljWlMDUC4VJT9Y","2024-07-11 11:51:18","2024-07-11 11:51:24","","","2024-07-11 11:51:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6ei025u7YHLsZm-g8eQBLWHVN2IXD9ARhDpS7SRoHrBnOYIdzORb07JGCqoU9WS","2024-07-11 16:15:23","2024-07-11 16:15:34","2024-07-11 16:15:35","","2024-07-11 16:15:23","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 16:15:35"
"NZBIC6aezPfBSFuZu6iy-GZKG8soArwWEayFJMaq9WCUCAfQ9DjnL3GuUDGu7xiZ","2024-07-11 17:24:12","2024-07-11 17:24:45","2024-07-11 17:24:46","","2024-07-11 17:24:12","yes","porsche","","","","","","","","","","","","","","","","","","","","","taycan","","","","","","","","2022","taycan","porsche_taycan","2024-07-11 17:24:46"
"z29Yk-m5lhx-argKljtFQvOSfmP7zSLKKqfyXw8CsPuh39s_wAzWYxgg8cdM9_Oj","2024-07-11 17:36:34","2024-07-11 17:36:48","","","2024-07-11 17:36:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tbe0KNM0z5RSGt2SJayWpDUbaaZBaH69gzIsiwjmpFPBjOVrAHEqM0RnJI4_V03M","2024-07-11 19:21:21","2024-07-11 19:21:54","2024-07-11 19:21:55","","2024-07-11 19:21:21","yes","hyundai","","","","","","","","","","ioniq_6","","","","","","","","","","","","","","","","","","","idk","ioniq_6","hyundai_ioniq_6","2024-07-11 19:21:55"
"sGuhga6EgyFkjZFyl3_MAcItrIiZTLu6zQmQR-jigzj-q_wUTD7eOu3up-D79NRR","2024-07-11 19:49:46","2024-07-11 19:50:02","2024-07-11 19:50:02","","2024-07-11 19:49:46","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 19:50:02"
"ib2txosJM31Pjyc32wEnQ9CHwtHYUK5sxlKSy3Ea60OeAJ1MClSdanr6i3nUjywD","2024-07-11 22:19:01","2024-07-11 22:20:04","2024-07-11 22:20:05","","2024-07-11 22:19:01","yes","rivian","","","","","","","","","","","","","","","","","","","","","","r_1_s","","","","","","","2024","r_1_s","rivian_r_1_s","2024-07-11 22:20:04"
"AcHqdVcMff4ThPEz-Wp1MnhxO1Rf5jtrnN2lTg8p8vI02Al3AFJ5LfIAmDGYaozb","2024-07-11 23:24:23","2024-07-11 23:25:07","2024-07-11 23:25:08","","2024-07-11 23:24:23","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-11 23:25:07"
"bkFFiULEcQmgNaVPafjZ7DHNnCLaOBdSz433rNLVjZx88SHS3ArrgpHZY-2Q_eoO","2024-07-12 00:17:28","2024-07-12 00:17:45","2024-07-12 00:17:46","","2024-07-12 00:17:28","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-07-12 00:17:46"
