make_snake,make,model_snake,model,engine_aspiration,is_bev
chrysler,Chrysler,crossfire,Crossfire,Supercharged,No
chrysler,Chrysler,imperial,Imperial,Naturally Aspirated,No
chrysler,Chrysler,lhs,LHS,Naturally Aspirated,No
chrysler,Chrysler,new_yorker,New Yorker,Naturally Aspirated,No
chrysler,Chrysler,pacifica,Pacifica,Naturally Aspirated,No
chrysler,Chrysler,pacifica_hybrid,Pacifica Hybrid,Naturally Aspirated,No
chrysler,Chrysler,prowler,Prowler,Naturally Aspirated,No
chrysler,Chrysler,pt_cruiser,PT Cruiser,Naturally Aspirated,No
chrysler,Chrysler,pt_cruiser,PT Cruiser,Turbocharged,No
chrysler,Chrysler,sebring,Sebring,Naturally Aspirated,No
chrysler,Chrysler,tc,TC,Naturally Aspirated,No
chrysler,Chrysler,tc,TC,Turbocharged,No
chrysler,Chrysler,town_and_country,Town and Country,Naturally Aspirated,No
chrysler,Chrysler,voyager,Voyager,Naturally Aspirated,No
daewoo,Daewoo,lanos,Lanos,Naturally Aspirated,No
daewoo,Daewoo,leganza,Leganza,Naturally Aspirated,No
daewoo,Daewoo,nubira,Nubira,Naturally Aspirated,No
dodge,Dodge,avenger,Avenger,Naturally Aspirated,No
dodge,Dodge,caliber,Caliber,Naturally Aspirated,No
dodge,Dodge,caliber,Caliber,Turbocharged,No
dodge,Dodge,caravan,Caravan,Naturally Aspirated,No
dodge,Dodge,caravan,Caravan,Turbocharged,No
dodge,Dodge,challenger,Challenger,Naturally Aspirated,No
dodge,Dodge,challenger,Challenger,Supercharged,No
dodge,Dodge,charger,Charger,Naturally Aspirated,No
dodge,Dodge,charger,Charger,Supercharged,No
dodge,Dodge,colt,Colt,Naturally Aspirated,No
dodge,Dodge,dakota,Dakota,Naturally Aspirated,No
dodge,Dodge,dart,Dart,Turbocharged,No
dodge,Dodge,dart,Dart,Naturally Aspirated,No
dodge,Dodge,daytona,Daytona,Naturally Aspirated,No
dodge,Dodge,daytona,Daytona,Turbocharged,No
dodge,Dodge,durango,Durango,Naturally Aspirated,No
dodge,Dodge,durango,Durango,Supercharged,No
dodge,Dodge,dynasty,Dynasty,Naturally Aspirated,No
dodge,Dodge,grand_caravan,Grand Caravan,Naturally Aspirated,No
dodge,Dodge,hornet,Hornet,Turbocharged,No
dodge,Dodge,intrepid,Intrepid,Naturally Aspirated,No
dodge,Dodge,journey,Journey,Naturally Aspirated,No
dodge,Dodge,magnum,Magnum,Naturally Aspirated,No
dodge,Dodge,monaco,Monaco,Naturally Aspirated,No
dodge,Dodge,neon,Neon,Naturally Aspirated,No
dodge,Dodge,neon,Neon,Turbocharged,No
dodge,Dodge,nitro,Nitro,Naturally Aspirated,No
dodge,Dodge,omni,Omni,Naturally Aspirated,No
dodge,Dodge,ram_150,RAM 150,Naturally Aspirated,No
dodge,Dodge,ram_250,RAM 250,Naturally Aspirated,No
dodge,Dodge,ram_350,RAM 350,Turbodiesel,No
dodge,Dodge,ram_350,RAM 350,Naturally Aspirated,No
dodge,Dodge,ram_50_pickup,Ram 50 Pickup,Naturally Aspirated,No
dodge,Dodge,ram_cargo,Ram Cargo,Naturally Aspirated,No
dodge,Dodge,ram_pickup_1500,Ram Pickup 1500,Naturally Aspirated,No
dodge,Dodge,ram_pickup_2500,Ram Pickup 2500,Naturally Aspirated,No
dodge,Dodge,ram_pickup_3500,Ram Pickup 3500,Turbocharged,No
dodge,Dodge,ram_pickup_3500,Ram Pickup 3500,Naturally Aspirated,No
dodge,Dodge,ram_van,Ram Van,Naturally Aspirated,No
dodge,Dodge,ram_wagon,Ram Wagon,Naturally Aspirated,No
dodge,Dodge,ramcharger,Ramcharger,Naturally Aspirated,No
dodge,Dodge,shadow,Shadow,Naturally Aspirated,No
dodge,Dodge,shadow,Shadow,Turbocharged,No
dodge,Dodge,spirit,Spirit,Naturally Aspirated,No
dodge,Dodge,spirit,Spirit,Turbocharged,No
dodge,Dodge,sprinter,Sprinter,Turbocharged,No
dodge,Dodge,sprinter_cargo,Sprinter Cargo,Turbocharged,No
dodge,Dodge,srt_viper,SRT Viper,Naturally Aspirated,No
dodge,Dodge,stealth,Stealth,Naturally Aspirated,No
dodge,Dodge,stratus,Stratus,Naturally Aspirated,No
dodge,Dodge,viper,Viper,Naturally Aspirated,No
ferrari,Ferrari,360,360,Naturally Aspirated,No
ferrari,Ferrari,430_scuderia,430 Scuderia,Naturally Aspirated,No
ferrari,Ferrari,456_m,456M,Naturally Aspirated,No
ferrari,Ferrari,458_italia,458 Italia,Naturally Aspirated,No
ferrari,Ferrari,488_gtb,488 GTB,Twin-Turbo,No
ferrari,Ferrari,488_spider,488 Spider,Twin-Turbo,No
ferrari,Ferrari,550,550,Naturally Aspirated,No
ferrari,Ferrari,575_m,575M,Naturally Aspirated,No
ferrari,Ferrari,599,599,Naturally Aspirated,No
ferrari,Ferrari,612_scaglietti,612 Scaglietti,Naturally Aspirated,No
ferrari,Ferrari,812_superfast,812 Superfast,Naturally Aspirated,No
ferrari,Ferrari,california,California,Naturally Aspirated,No
ferrari,Ferrari,california_t,California T,Twin-Turbo,No
ferrari,Ferrari,enzo,Enzo,Naturally Aspirated,No
ferrari,Ferrari,f_12_berlinetta,F12 Berlinetta,Naturally Aspirated,No
ferrari,Ferrari,f_430,F430,Naturally Aspirated,No
ferrari,Ferrari,ff,FF,Naturally Aspirated,No
ferrari,Ferrari,gtc_4_lusso,GTC4Lusso,Naturally Aspirated,No
ferrari,Ferrari,portofino,Portofino,Twin-Turbo,No
ferrari,Ferrari,superamerica,Superamerica,Naturally Aspirated,No
fiat,FIAT,124_spider,124 Spider,Turbocharged,No
fiat,FIAT,500,500,Turbocharged,No
fiat,FIAT,500,500,Naturally Aspirated,No
fiat,FIAT,500_e,500e,Electric Motor,Yes
fiat,FIAT,500_l,500L,Turbocharged,No
fiat,FIAT,500_x,500X,Turbocharged,No
fiat,FIAT,500_x,500X,Naturally Aspirated,No
fisker,Fisker,karma,Karma,Naturally Aspirated,No
ford,Ford,aerostar,Aerostar,Naturally Aspirated,No
ford,Ford,aspire,Aspire,Naturally Aspirated,No
ford,Ford,bronco,Bronco,Turbocharged,No
ford,Ford,bronco,Bronco,Twin-Turbo,No
ford,Ford,bronco,Bronco,Naturally Aspirated,No
ford,Ford,bronco_ii,Bronco II,Naturally Aspirated,No
ford,Ford,bronco_sport,Bronco Sport,Turbocharged,No
ford,Ford,c_max_energi,C-Max Energi,Naturally Aspirated,No
ford,Ford,c_max_hybrid,C-Max Hybrid,Naturally Aspirated,No
ford,Ford,contour,Contour,Naturally Aspirated,No
ford,Ford,contour_svt,Contour SVT,Naturally Aspirated,No
ford,Ford,crown_victoria,Crown Victoria,Naturally Aspirated,No
ford,Ford,e_150,E-150,Naturally Aspirated,No
ford,Ford,e_250,E-250,Naturally Aspirated,No
ford,Ford,e_350,E-350,Naturally Aspirated,No
ford,Ford,e_series_van,E-Series Van,Naturally Aspirated,No
ford,Ford,e_series_wagon,E-Series Wagon,Naturally Aspirated,No
ford,Ford,e_transit_cargo_van,E-Transit Cargo Van,Electric Motor,Yes
ford,Ford,econoline_cargo,Econoline Cargo,Naturally Aspirated,No
ford,Ford,econoline_wagon,Econoline Wagon,Naturally Aspirated,No
ford,Ford,eco_sport,EcoSport,Naturally Aspirated,No
ford,Ford,eco_sport,EcoSport,Turbocharged,No
ford,Ford,edge,Edge,Turbocharged,No
ford,Ford,edge,Edge,Twin-Turbo,No
ford,Ford,edge,Edge,Naturally Aspirated,No
ford,Ford,escape,Escape,Turbocharged,No
ford,Ford,escape,Escape,Naturally Aspirated,No
ford,Ford,escape_hybrid,Escape Hybrid,Naturally Aspirated,No
ford,Ford,escape_plug_in_hybrid,Escape Plug-In Hybrid,Naturally Aspirated,No
ford,Ford,escort,Escort,Naturally Aspirated,No
ford,Ford,excursion,Excursion,Naturally Aspirated,No
ford,Ford,excursion,Excursion,Turbocharged,No
ford,Ford,expedition,Expedition,Twin-Turbo,No
ford,Ford,expedition,Expedition,Naturally Aspirated,No
ford,Ford,expedition_el,Expedition EL,Naturally Aspirated,No
ford,Ford,explorer,Explorer,Turbocharged,No
ford,Ford,explorer,Explorer,Twin-Turbo,No
ford,Ford,explorer,Explorer,Naturally Aspirated,No
ford,Ford,explorer_sport,Explorer Sport,Naturally Aspirated,No
ford,Ford,explorer_sport_trac,Explorer Sport Trac,Naturally Aspirated,No
ford,Ford,f_150,F-150,Naturally Aspirated,No
ford,Ford,f_150,F-150,Twin-Turbo,No
ford,Ford,f_150,F-150,Supercharged,No
ford,Ford,f_150_heritage,F-150 Heritage,Naturally Aspirated,No
ford,Ford,f_150_lightning,F-150 Lightning,Electric Motor,Yes
ford,Ford,f_150_svt_lightning,F-150 SVT Lightning,Supercharged,No
ford,Ford,f_150_svt_lightning,F-150 SVT Lightning,Naturally Aspirated,No
ford,Ford,f_250,F-250,Naturally Aspirated,No
ford,Ford,f_250_super_duty,F-250 Super Duty,Naturally Aspirated,No
ford,Ford,f_250_super_duty,F-250 Super Duty,Turbocharged,No
ford,Ford,f_350,F-350,Naturally Aspirated,No
ford,Ford,f_350_super_duty,F-350 Super Duty,Naturally Aspirated,No
ford,Ford,f_350_super_duty,F-350 Super Duty,Turbocharged,No
ford,Ford,f_450_super_duty,F-450 Super Duty,Turbocharged,No
ford,Ford,f_450_super_duty,F-450 Super Duty,Twin-Turbo,No
ford,Ford,festiva,Festiva,Naturally Aspirated,No
ford,Ford,fiesta,Fiesta,Naturally Aspirated,No
ford,Ford,fiesta,Fiesta,Turbocharged,No
ford,Ford,five_hundred,Five Hundred,Naturally Aspirated,No
ford,Ford,flex,Flex,Naturally Aspirated,No
ford,Ford,flex,Flex,Twin-Turbo,No
ford,Ford,focus,Focus,Electric Motor,Yes
ford,Ford,focus,Focus,Naturally Aspirated,No
ford,Ford,focus,Focus,Turbocharged,No
ford,Ford,focus_rs,Focus RS,Turbocharged,No
ford,Ford,focus_st,Focus ST,Turbocharged,No
ford,Ford,freestar,Freestar,Naturally Aspirated,No
ford,Ford,freestyle,Freestyle,Naturally Aspirated,No
ford,Ford,fusion,Fusion,Naturally Aspirated,No
ford,Ford,fusion,Fusion,Turbocharged,No
ford,Ford,fusion,Fusion,Twin-Turbo,No
ford,Ford,fusion_energi,Fusion Energi,Naturally Aspirated,No
ford,Ford,fusion_hybrid,Fusion Hybrid,Naturally Aspirated,No
ford,Ford,fusion_plug_in_hybrid,Fusion Plug-In Hybrid,Naturally Aspirated,No
ford,Ford,gt,GT,Twin-Turbo,No
ford,Ford,gt,GT,Supercharged,No
ford,Ford,ltd_crown_victoria,LTD Crown Victoria,Naturally Aspirated,No
ford,Ford,maverick,Maverick,Turbocharged,No
ford,Ford,maverick,Maverick,Naturally Aspirated,No
ford,Ford,mustang,Mustang,Naturally Aspirated,No
ford,Ford,mustang,Mustang,Turbocharged,No
ford,Ford,mustang,Mustang,Supercharged,No
ford,Ford,mustang_mach_e,Mustang Mach-E,Electric Motor,Yes
ford,Ford,mustang_svt_cobra,Mustang SVT Cobra,Naturally Aspirated,No
ford,Ford,probe,Probe,Naturally Aspirated,No
ford,Ford,probe,Probe,Turbocharged,No
ford,Ford,ranger,Ranger,Turbocharged,No
ford,Ford,ranger,Ranger,Twin-Turbo,No
ford,Ford,ranger,Ranger,Naturally Aspirated,No
ford,Ford,shelby_gt_350,Shelby GT350,Naturally Aspirated,No
ford,Ford,shelby_gt_500,Shelby GT500,Supercharged,No
ford,Ford,taurus,Taurus,Naturally Aspirated,No
ford,Ford,taurus,Taurus,Twin-Turbo,No
ford,Ford,taurus_x,Taurus X,Naturally Aspirated,No
ford,Ford,tempo,Tempo,Naturally Aspirated,No
ford,Ford,thunderbird,Thunderbird,Naturally Aspirated,No
ford,Ford,thunderbird,Thunderbird,,No
ford,Ford,thunderbird,Thunderbird,Supercharged,No
ford,Ford,transit_cargo_van,Transit Cargo Van,Naturally Aspirated,No
ford,Ford,transit_cargo_van,Transit Cargo Van,Twin-Turbo,No
ford,Ford,transit_connect,Transit Connect,Naturally Aspirated,No
ford,Ford,transit_connect,Transit Connect,Turbocharged,No
ford,Ford,transit_connect_cargo_van,Transit Connect Cargo Van,Naturally Aspirated,No
ford,Ford,transit_connect_passenger_wagon,Transit Connect Passenger Wagon,Naturally Aspirated,No
ford,Ford,transit_crew_van,Transit Crew Van,Naturally Aspirated,No
ford,Ford,transit_crew_van,Transit Crew Van,Twin-Turbo,No
ford,Ford,transit_passenger_van,Transit Passenger Van,Twin-Turbo,No
ford,Ford,transit_passenger_van,Transit Passenger Van,Naturally Aspirated,No
ford,Ford,transit_van,Transit Van,Naturally Aspirated,No
ford,Ford,transit_van,Transit Van,Twin-Turbo,No
ford,Ford,transit_wagon,Transit Wagon,Naturally Aspirated,No
ford,Ford,transit_wagon,Transit Wagon,Twin-Turbo,No
ford,Ford,windstar,Windstar,Naturally Aspirated,No
ford,Ford,windstar_cargo,Windstar Cargo,Naturally Aspirated,No
genesis,Genesis,electrified_g_80,Electrified G80,Electric Motor,Yes
genesis,Genesis,electrified_gv_70,Electrified GV70,Electric Motor,Yes
genesis,Genesis,g_70,G70,Turbocharged,No
genesis,Genesis,g_70,G70,Twin-Turbo,No
genesis,Genesis,g_80,G80,Turbocharged,No
genesis,Genesis,g_80,G80,Twin-Turbo,No
genesis,Genesis,g_80,G80,Electric Motor,Yes
genesis,Genesis,g_80,G80,Naturally Aspirated,No
genesis,Genesis,g_90,G90,Twin-Turbo,No
genesis,Genesis,g_90,G90,Twincharged,No
genesis,Genesis,g_90,G90,Naturally Aspirated,No
genesis,Genesis,gv_60,GV60,Electric Motor,Yes
genesis,Genesis,gv_70,GV70,Turbocharged,No
genesis,Genesis,gv_70,GV70,Twin-Turbo,No
genesis,Genesis,gv_80,GV80,Turbocharged,No
genesis,Genesis,gv_80,GV80,Twin-Turbo,No
gmc,GMC,acadia,Acadia,Naturally Aspirated,No
gmc,GMC,acadia,Acadia,Turbocharged,No
gmc,GMC,acadia_limited,Acadia Limited,Naturally Aspirated,No
gmc,GMC,canyon,Canyon,Turbocharged,No
gmc,GMC,canyon,Canyon,Naturally Aspirated,No
gmc,GMC,envoy,Envoy,Naturally Aspirated,No
gmc,GMC,envoy_xl,Envoy XL,Naturally Aspirated,No
gmc,GMC,envoy_xuv,Envoy XUV,Naturally Aspirated,No
gmc,GMC,hummer_ev,HUMMER EV,Electric Motor,Yes
gmc,GMC,hummer_ev_suv,HUMMER EV SUV,Electric Motor,Yes
gmc,GMC,jimmy,Jimmy,Naturally Aspirated,No
gmc,GMC,r_v_3500_series,R/V 3500 Series,Naturally Aspirated,No
gmc,GMC,rally_wagon,Rally Wagon,Naturally Aspirated,No
gmc,GMC,s_15,S-15,Naturally Aspirated,No
gmc,GMC,s_15_jimmy,S-15 Jimmy,Naturally Aspirated,No
gmc,GMC,safari,Safari,Naturally Aspirated,No
gmc,GMC,safari_cargo,Safari Cargo,Naturally Aspirated,No
gmc,GMC,savana,Savana,Naturally Aspirated,No
gmc,GMC,savana,Savana,Turbocharged,No
gmc,GMC,savana_cargo,Savana Cargo,Naturally Aspirated,No
gmc,GMC,savana_cargo,Savana Cargo,Turbocharged,No
gmc,GMC,sierra_1500,Sierra 1500,Turbocharged,No
gmc,GMC,sierra_1500,Sierra 1500,Naturally Aspirated,No
gmc,GMC,sierra_1500_classic,Sierra 1500 Classic,Naturally Aspirated,No
gmc,GMC,sierra_1500_hybrid,Sierra 1500 Hybrid,Naturally Aspirated,No
gmc,GMC,sierra_1500_limited,Sierra 1500 Limited,Turbocharged,No
gmc,GMC,sierra_1500_limited,Sierra 1500 Limited,Naturally Aspirated,No
gmc,GMC,sierra_1500_hd,Sierra 1500HD,Naturally Aspirated,No
gmc,GMC,sierra_1500_hd_classic,Sierra 1500HD Classic,Naturally Aspirated,No
gmc,GMC,sierra_2500,Sierra 2500,Naturally Aspirated,No
gmc,GMC,sierra_2500_hd,Sierra 2500HD,Naturally Aspirated,No
gmc,GMC,sierra_2500_hd,Sierra 2500HD,Turbocharged,No
gmc,GMC,sierra_2500_hd_classic,Sierra 2500HD Classic,Naturally Aspirated,No
gmc,GMC,sierra_3500,Sierra 3500,Naturally Aspirated,No
gmc,GMC,sierra_3500_classic,Sierra 3500 Classic,Naturally Aspirated,No
gmc,GMC,sierra_3500_hd,Sierra 3500HD,Naturally Aspirated,No
gmc,GMC,sierra_3500_hd,Sierra 3500HD,Turbocharged,No
gmc,GMC,sierra_c_3,Sierra C3,Naturally Aspirated,No
gmc,GMC,sonoma,Sonoma,Naturally Aspirated,No
gmc,GMC,sonoma,Sonoma,Turbocharged,No
gmc,GMC,suburban,Suburban,Naturally Aspirated,No
gmc,GMC,terrain,Terrain,Turbocharged,No
gmc,GMC,terrain,Terrain,Naturally Aspirated,No
gmc,GMC,vandura,Vandura,Naturally Aspirated,No
gmc,GMC,yukon,Yukon,Naturally Aspirated,No
gmc,GMC,yukon_hybrid,Yukon Hybrid,Naturally Aspirated,No
gmc,GMC,yukon_xl,Yukon XL,Naturally Aspirated,No
honda,Honda,accord,Accord,Turbocharged,No
honda,Honda,accord,Accord,Naturally Aspirated,No
honda,Honda,accord_crosstour,Accord Crosstour,Naturally Aspirated,No
honda,Honda,accord_hybrid,Accord Hybrid,Naturally Aspirated,No
honda,Honda,accord_plug_in_hybrid,Accord Plug-In Hybrid,Naturally Aspirated,No
honda,Honda,civic,Civic,Turbocharged,No
honda,Honda,civic,Civic,Naturally Aspirated,No
honda,Honda,civic_crx,Civic CRX,Naturally Aspirated,No
honda,Honda,civic_del_sol,Civic del Sol,Naturally Aspirated,No
honda,Honda,clarity,Clarity,Naturally Aspirated,No
honda,Honda,clarity,Clarity,Electric Motor,Yes
honda,Honda,cr_v,CR-V,Turbocharged,No
honda,Honda,cr_v,CR-V,Naturally Aspirated,No
honda,Honda,cr_v_hybrid,CR-V Hybrid,Naturally Aspirated,No
honda,Honda,cr_z,CR-Z,Naturally Aspirated,No
honda,Honda,crosstour,Crosstour,Naturally Aspirated,No
honda,Honda,element,Element,Naturally Aspirated,No
honda,Honda,fit,Fit,Naturally Aspirated,No
honda,Honda,fit_ev,Fit EV,Electric Motor,Yes
honda,Honda,hr_v,HR-V,Naturally Aspirated,No
honda,Honda,insight,Insight,Naturally Aspirated,No
honda,Honda,odyssey,Odyssey,Naturally Aspirated,No
honda,Honda,passport,Passport,Naturally Aspirated,No
honda,Honda,pilot,Pilot,Naturally Aspirated,No
honda,Honda,prelude,Prelude,Naturally Aspirated,No
honda,Honda,ridgeline,Ridgeline,Naturally Aspirated,No
honda,Honda,s_2000,S2000,Naturally Aspirated,No
hummer,HUMMER,h_1,H1,Turbocharged,No
hummer,HUMMER,h_1_alpha,H1 Alpha,Turbocharged,No
hummer,HUMMER,h_2,H2,Naturally Aspirated,No
hummer,HUMMER,h_2_sut,H2 SUT,Naturally Aspirated,No
hummer,HUMMER,h_3,H3,Naturally Aspirated,No
hummer,HUMMER,h_3_t,H3T,Naturally Aspirated,No
hyundai,Hyundai,accent,Accent,Naturally Aspirated,No
hyundai,Hyundai,azera,Azera,Naturally Aspirated,No
hyundai,Hyundai,elantra,Elantra,Naturally Aspirated,No
hyundai,Hyundai,elantra,Elantra,Turbocharged,No
hyundai,Hyundai,elantra_coupe,Elantra Coupe,Naturally Aspirated,No
hyundai,Hyundai,elantra_gt,Elantra GT,Naturally Aspirated,No
hyundai,Hyundai,elantra_gt,Elantra GT,Turbocharged,No
hyundai,Hyundai,elantra_touring,Elantra Touring,Naturally Aspirated,No
hyundai,Hyundai,entourage,Entourage,Naturally Aspirated,No
hyundai,Hyundai,equus,Equus,Naturally Aspirated,No
hyundai,Hyundai,excel,Excel,Naturally Aspirated,No
hyundai,Hyundai,genesis,Genesis,Naturally Aspirated,No
hyundai,Hyundai,genesis_coupe,Genesis Coupe,Naturally Aspirated,No
hyundai,Hyundai,genesis_coupe,Genesis Coupe,Turbocharged,No
hyundai,Hyundai,ioniq_5,IONIQ 5,Electric Motor,Yes
hyundai,Hyundai,ioniq_6,IONIQ 6,Electric Motor,Yes
hyundai,Hyundai,ioniq_electric,Ioniq Electric,Electric Motor,Yes
hyundai,Hyundai,ioniq_hybrid,Ioniq Hybrid,Naturally Aspirated,No
hyundai,Hyundai,ioniq_plug_in_hybrid,Ioniq Plug-In Hybrid,Naturally Aspirated,No
hyundai,Hyundai,kona,Kona,Turbocharged,No
hyundai,Hyundai,kona,Kona,Naturally Aspirated,No
hyundai,Hyundai,kona_electric,Kona Electric,Electric Motor,Yes
hyundai,Hyundai,nexo,NEXO,Naturally Aspirated,No
hyundai,Hyundai,palisade,Palisade,Naturally Aspirated,No
hyundai,Hyundai,santa_cruz,Santa Cruz,Turbocharged,No
hyundai,Hyundai,santa_cruz,Santa Cruz,Naturally Aspirated,No
hyundai,Hyundai,santa_fe,Santa Fe,Turbocharged,No
hyundai,Hyundai,santa_fe,Santa Fe,Naturally Aspirated,No
hyundai,Hyundai,santa_fe_hybrid,Santa Fe Hybrid,Turbocharged,No
hyundai,Hyundai,santa_fe_plug_in_hybrid,Santa Fe Plug-In Hybrid,Turbocharged,No
hyundai,Hyundai,santa_fe_sport,Santa Fe Sport,Turbocharged,No
hyundai,Hyundai,santa_fe_sport,Santa Fe Sport,Naturally Aspirated,No
hyundai,Hyundai,santa_fe_xl,Santa Fe XL,Naturally Aspirated,No
hyundai,Hyundai,scoupe,Scoupe,Naturally Aspirated,No
hyundai,Hyundai,scoupe,Scoupe,Turbocharged,No
hyundai,Hyundai,sonata,Sonata,Turbocharged,No
hyundai,Hyundai,sonata,Sonata,Naturally Aspirated,No
hyundai,Hyundai,sonata_hybrid,Sonata Hybrid,Naturally Aspirated,No
hyundai,Hyundai,sonata_plug_in_hybrid,Sonata Plug-in Hybrid,Naturally Aspirated,No
hyundai,Hyundai,tiburon,Tiburon,Naturally Aspirated,No
hyundai,Hyundai,tucson,Tucson,Turbocharged,No
hyundai,Hyundai,tucson,Tucson,Naturally Aspirated,No
hyundai,Hyundai,tucson_plug_in_hybrid,Tucson Plug-In Hybrid,Turbocharged,No
hyundai,Hyundai,veloster,Veloster,Turbocharged,No
hyundai,Hyundai,veloster,Veloster,Naturally Aspirated,No
hyundai,Hyundai,venue,Venue,Naturally Aspirated,No
hyundai,Hyundai,veracruz,Veracruz,Naturally Aspirated,No
hyundai,Hyundai,xg_300,XG300,Naturally Aspirated,No
hyundai,Hyundai,xg_350,XG350,Naturally Aspirated,No
infiniti,INFINITI,ex,EX,Naturally Aspirated,No
infiniti,INFINITI,ex_35,EX35,Naturally Aspirated,No
infiniti,INFINITI,fx,FX,Naturally Aspirated,No
infiniti,INFINITI,fx_35,FX35,Naturally Aspirated,No
infiniti,INFINITI,fx_45,FX45,Naturally Aspirated,No
infiniti,INFINITI,fx_50,FX50,Naturally Aspirated,No
infiniti,INFINITI,g_convertible,G Convertible,Naturally Aspirated,No
infiniti,INFINITI,g_coupe,G Coupe,Naturally Aspirated,No
infiniti,INFINITI,g_sedan,G Sedan,Naturally Aspirated,No
infiniti,INFINITI,g_20,G20,Naturally Aspirated,No
infiniti,INFINITI,g_35,G35,Naturally Aspirated,No
infiniti,INFINITI,g_37,G37,Naturally Aspirated,No
infiniti,INFINITI,g_37_convertible,G37 Convertible,Naturally Aspirated,No
infiniti,INFINITI,g_37_coupe,G37 Coupe,Naturally Aspirated,No
infiniti,INFINITI,g_37_sedan,G37 Sedan,Naturally Aspirated,No
infiniti,INFINITI,i_30,I30,Naturally Aspirated,No
infiniti,INFINITI,i_35,I35,Naturally Aspirated,No
infiniti,INFINITI,j_30,J30,Naturally Aspirated,No
infiniti,INFINITI,jx,JX,Naturally Aspirated,No
infiniti,INFINITI,m,M,Naturally Aspirated,No
infiniti,INFINITI,m_30,M30,Naturally Aspirated,No
infiniti,INFINITI,m_35,M35,Naturally Aspirated,No
infiniti,INFINITI,m_37,M37,Naturally Aspirated,No
infiniti,INFINITI,m_45,M45,Naturally Aspirated,No
infiniti,INFINITI,m_56,M56,Naturally Aspirated,No
infiniti,INFINITI,q_40,Q40,Naturally Aspirated,No
infiniti,INFINITI,q_45,Q45,Naturally Aspirated,No
infiniti,INFINITI,q_50,Q50,Twin-Turbo,No
infiniti,INFINITI,q_50,Q50,Turbocharged,No
infiniti,INFINITI,q_50,Q50,Naturally Aspirated,No
infiniti,INFINITI,q_60,Q60,Twin-Turbo,No
infiniti,INFINITI,q_60,Q60,Turbocharged,No
infiniti,INFINITI,q_60_convertible,Q60 Convertible,Naturally Aspirated,No
infiniti,INFINITI,q_60_coupe,Q60 Coupe,Naturally Aspirated,No
infiniti,INFINITI,q_70,Q70,Naturally Aspirated,No
infiniti,INFINITI,qx,QX,Naturally Aspirated,No
infiniti,INFINITI,qx_30,QX30,Turbocharged,No
infiniti,INFINITI,qx_4,QX4,Naturally Aspirated,No
infiniti,INFINITI,qx_50,QX50,Turbocharged,No
infiniti,INFINITI,qx_50,QX50,Naturally Aspirated,No
infiniti,INFINITI,qx_55,QX55,Turbocharged,No
infiniti,INFINITI,qx_56,QX56,Naturally Aspirated,No
infiniti,INFINITI,qx_60,QX60,Naturally Aspirated,No
infiniti,INFINITI,qx_60,QX60,Supercharged,No
infiniti,INFINITI,qx_70,QX70,Naturally Aspirated,No
infiniti,INFINITI,qx_80,QX80,Naturally Aspirated,No
isuzu,Isuzu,amigo,Amigo,Naturally Aspirated,No
isuzu,Isuzu,ascender,Ascender,Naturally Aspirated,No
isuzu,Isuzu,axiom,Axiom,Naturally Aspirated,No
isuzu,Isuzu,hombre,Hombre,Naturally Aspirated,No
isuzu,Isuzu,i_series,i-Series,Naturally Aspirated,No
isuzu,Isuzu,impulse,Impulse,Turbocharged,No
isuzu,Isuzu,impulse,Impulse,Naturally Aspirated,No
isuzu,Isuzu,oasis,Oasis,Naturally Aspirated,No
isuzu,Isuzu,pickup,Pickup,Naturally Aspirated,No
isuzu,Isuzu,rodeo,Rodeo,Naturally Aspirated,No
isuzu,Isuzu,rodeo_sport,Rodeo Sport,Naturally Aspirated,No
isuzu,Isuzu,stylus,Stylus,Naturally Aspirated,No
isuzu,Isuzu,trooper,Trooper,Naturally Aspirated,No
isuzu,Isuzu,vehi_cross,VehiCROSS,Naturally Aspirated,No
jaguar,Jaguar,e_pace,E-PACE,Turbocharged,No
jaguar,Jaguar,f_pace,F-PACE,Turbocharged,No
jaguar,Jaguar,f_pace,F-PACE,Twincharged,No
jaguar,Jaguar,f_pace,F-PACE,Supercharged,No
jaguar,Jaguar,f_type,F-TYPE,Supercharged,No
jaguar,Jaguar,f_type,F-TYPE,Turbocharged,No
jaguar,Jaguar,i_pace,I-PACE,Electric Motor,Yes
jaguar,Jaguar,s_type,S-Type,Naturally Aspirated,No
jaguar,Jaguar,s_type,S-Type,Supercharged,No
jaguar,Jaguar,x_type,X-Type,Naturally Aspirated,No
jaguar,Jaguar,xe,XE,Turbocharged,No
jaguar,Jaguar,xe,XE,Supercharged,No
jaguar,Jaguar,xf,XF,Turbocharged,No
jaguar,Jaguar,xf,XF,Supercharged,No
jaguar,Jaguar,xf,XF,Naturally Aspirated,No
jaguar,Jaguar,xj,XJ,Supercharged,No
jaguar,Jaguar,xj,XJ,Naturally Aspirated,No
jaguar,Jaguar,xj_series,XJ-Series,Supercharged,No
jaguar,Jaguar,xj_series,XJ-Series,Naturally Aspirated,No
jaguar,Jaguar,xjr,XJR,Supercharged,No
jaguar,Jaguar,xk,XK,Naturally Aspirated,No
jaguar,Jaguar,xk,XK,Supercharged,No
jaguar,Jaguar,xk_series,XK-Series,Naturally Aspirated,No
jaguar,Jaguar,xk_series,XK-Series,Supercharged,No
jaguar,Jaguar,xkr,XKR,Supercharged,No
